track_id,duration,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_mins,release_year
5B0kei3VVWCH7752PfDQsQ,166956,42,0.7759999999999999,0.584,1,-10.606,1,0.0873,0.142,6.659999999999999e-05,0.103,0.295,138.031,2.7826,2021
3dFwpxh2yH7C7p9BGEKLVB,223000,68,0.826,0.647,5,-6.306,0,0.0491,0.0277,1.52e-06,0.298,0.872,102.017,3.716666666666667,2004
7MC4XR9M9amdmKQr2iDF7i,182857,81,0.862,0.753,5,-5.356,1,0.0625,0.131,2.01e-06,0.077,0.8270000000000001,105.039,3.047616666666667,2019
1Bhm5HNO1cq8olDbBmokyL,171720,80,0.701,0.787,8,-3.941,0,0.0855,0.27,0.0,0.105,0.904,180.02700000000002,2.862,2018
7xYnUQigPoIDAMPVK79NEq,229866,72,0.846,0.482,1,-6.721,0,0.129,0.0246,0.0,0.3929999999999999,0.212,100.969,3.8311,2005
5f7F8ovtEmFzOdyN5fTOKl,86546,65,0.52,0.836,5,-7.13,0,0.213,0.0164,0.0,0.19,0.486,96.855,1.4424333333333332,2005
3EjqEynisw490QVoUDSl8p,214163,41,0.8420000000000001,0.7190000000000001,4,-8.075,0,0.107,0.16,4.02e-06,0.122,0.8,130.007,3.569383333333333,2021
5GkQIP5mWPi4KZLLXeuFTT,167989,82,0.789,0.742,10,-5.664,0,0.0652,0.0681,0.0,0.166,0.6609999999999999,116.965,2.7998166666666666,2020
7lozLnUfzcgEpMMVQI7yhA,148259,72,0.6759999999999999,0.67,8,-6.584,1,0.0374,0.353,0.0,0.103,0.54,113.01,2.4709833333333333,2018
66vs64VphiHrtFcLR6Qeav,126225,71,0.885,0.466,1,-6.127999999999999,1,0.282,0.0396,0.0,0.127,0.272,75.014,2.10375,2021
62zFEHfAYl5kdHYOivj4BC,227280,75,0.67,0.855,0,-3.035,0,0.0499,0.0124,0.0,0.335,0.648,120.05,3.788,2011
2BKyXCkxhZRGwREqZacJ9M,111621,61,0.938,0.4629999999999999,1,-13.124,1,0.479,0.035,0.00652,0.1,0.46,119.878,1.86035,2021
